top1,top1_err,top5,top5_err,robust_top1,robust_top1_err,robust_top5,robust_top5_err,loss,adv_loss,param_count,img_size,cropt_pct,interpolation,attack,attack_steps,model,epoch,seed
63.5509,36.4491,85.4022,14.5978,39.3497,60.6503,66.1146,33.8854,1.791502594947815,2.9337594509124756,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,59,2
63.2705,36.7295,85.2146,14.7854,38.2201,61.7799,64.9064,35.0936,1.8328386545181274,3.0296847820281982,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,59,2
62.7542,37.2458,84.8233,15.1767,36.2837,63.7163,62.6836,37.3164,1.9358980655670166,3.2076733112335205,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,59,2
66.5403,33.4597,87.147,12.853,47.2446,52.7554,73.2794,26.7206,1.5844171047210693,2.4424734115600586,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,69,0
66.1207,33.8793,86.9211,13.0789,43.4363,56.5637,70.2457,29.7543,1.6520633697509766,2.6833908557891846,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,69,0
65.8081,34.1919,86.7577,13.2423,40.0113,59.9887,67.3289,32.6711,1.7061139345169067,2.903740406036377,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,69,0
65.7011,34.2989,86.671,13.329,38.4743,61.5257,65.7879,34.2121,1.7283740043640137,3.011186122894287,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,69,0
65.449,34.551,86.552,13.448,35.7734,64.2266,62.6009,37.3991,1.777959942817688,3.2462334632873535,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,69,0
66.4858,33.5142,87.0966,12.9034,47.1317,52.8683,73.1705,26.8295,1.599958062171936,2.456052541732788,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,69,1
66.1268,33.8732,86.9251,13.0749,43.4626,56.5374,70.2114,29.7886,1.6520607471466064,2.683356523513794,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,69,1
65.8161,34.1839,86.7617,13.2383,40.0214,59.9786,67.3491,32.6509,1.7061017751693726,2.9033896923065186,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,69,1
65.7032,34.2968,86.675,13.325,38.4985,61.5015,65.7838,34.2162,1.7283457517623901,3.0109710693359375,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,69,1
65.4288,34.5712,86.562,13.438,35.8238,64.1762,62.617,37.383,1.7779459953308105,3.2457785606384277,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,69,1
66.4979,33.5021,87.0986,12.9014,47.1599,52.8401,73.1907,26.8093,1.599834680557251,2.4558420181274414,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,69,2
66.1167,33.8833,86.9211,13.0789,43.4424,56.5576,70.1731,29.8269,1.6520607471466064,2.6833841800689697,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,69,2
65.8121,34.1879,86.7658,13.2342,40.0254,59.9746,67.3047,32.6953,1.7061171531677246,2.903372287750244,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,69,2
65.7052,34.2948,86.6811,13.3189,38.4642,61.5358,65.7879,34.2121,1.7283539772033691,3.0111632347106934,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,69,2
65.4228,34.5772,86.556,13.444,35.8399,64.1601,62.5585,37.4415,1.7778750658035278,3.2462778091430664,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,69,2
69.5195,30.4805,89.1742,10.8258,49.4675,50.5325,75.7968,24.2032,1.3726458549499512,2.260514259338379,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,79,0
69.0838,30.9162,88.914,11.086,45.3707,54.6293,72.5533,27.4467,1.43916654586792,2.5157015323638916,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,79,0
68.8377,31.1623,88.7042,11.2958,41.3749,58.6251,69.1282,30.8718,1.4913593530654907,2.7720751762390137,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,79,0
68.6965,31.3035,88.674,11.326,39.033,60.967,66.982,33.018,1.5118927955627441,2.926335334777832,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,79,0
68.5392,31.4608,88.561,11.439,34.1879,65.8121,60.9993,39.0007,1.5470654964447021,3.3972911834716797,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,79,0
69.4368,30.5632,89.152,10.848,49.3969,50.6031,75.708,24.292,1.385512351989746,2.2719645500183105,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,79,1
69.0818,30.9182,88.8958,11.1042,45.3869,54.6131,72.4968,27.5032,1.4391944408416748,2.5152206420898438,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,79,1
68.8277,31.1723,88.7062,11.2938,41.3345,58.6655,69.1907,30.8093,1.491323471069336,2.7714128494262695,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,79,1
68.6905,31.3095,88.68,11.32,39.0875,60.9125,67.0123,32.9877,1.5119305849075317,2.9264731407165527,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,79,1
68.5493,31.4507,88.557,11.443,34.1919,65.8081,61.0578,38.9422,1.5472614765167236,3.3970541954040527,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,79,1
69.4449,30.5551,89.1621,10.8379,49.3747,50.6253,75.7383,24.2617,1.385452151298523,2.2722530364990234,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,79,2
69.0798,30.9202,88.8898,11.1102,45.3405,54.6595,72.5694,27.4306,1.4391534328460693,2.515728712081909,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,79,2
68.8357,31.1643,88.7002,11.2998,41.3849,58.6151,69.1726,30.8274,1.491338849067688,2.771308422088623,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,79,2
68.6844,31.3156,88.6659,11.3341,39.0612,60.9388,67.0264,32.9736,1.5118811130523682,2.925987720489502,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,79,2
68.5493,31.4507,88.5549,11.4451,34.2202,65.7798,61.0537,38.9463,1.547090768814087,3.397199869155884,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,79,2
70.7278,29.2722,89.858,10.142,53.062,46.938,78.7538,21.2462,1.3527003526687622,2.1116695404052734,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,89,0
70.1368,29.8632,89.4868,10.5132,46.468,53.532,73.6405,26.3595,1.4189373254776,2.4942262172698975,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,89,0
69.8241,30.1759,89.2993,10.7007,38.3391,61.6609,66.1247,33.8753,1.4735913276672363,3.0326333045959473,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,89,0
69.6789,30.3211,89.1681,10.8319,33.4355,66.5645,59.8334,40.1666,1.4942530393600464,3.527575969696045,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,89,0
69.7717,30.2283,89.2367,10.7633,24.5441,75.4559,45.9739,54.0261,1.493760347366333,5.05911111831665,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,89,0
70.6552,29.3448,89.7854,10.2146,52.9107,47.0893,78.7034,21.2966,1.3621137142181396,2.1211910247802734,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,89,1
70.1347,29.8653,89.4848,10.5152,46.4902,53.5098,73.59,26.41,1.4190601110458374,2.4948415756225586,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,89,1
69.8382,30.1618,89.2972,10.7028,38.4137,61.5863,66.0541,33.9459,1.4734878540039062,3.0330824851989746,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,89,1
69.6627,30.3373,89.156,10.844,33.5263,66.4737,59.9988,40.0012,1.4942762851715088,3.525606632232666,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,89,1
69.7636,30.2364,89.2266,10.7734,24.4816,75.5184,45.9133,54.0867,1.4936187267303467,5.059263229370117,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,89,1
70.6552,29.3448,89.7854,10.2146,53.0055,46.9945,78.6953,21.3047,1.3621844053268433,2.1207704544067383,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,89,2
70.1408,29.8592,89.4929,10.5071,46.4802,53.5198,73.6102,26.3898,1.4189890623092651,2.4933664798736572,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,89,2
69.7999,30.2001,89.3013,10.6987,38.3895,61.6105,66.1812,33.8188,1.4734389781951904,3.0312294960021973,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,89,2
69.6849,30.3151,89.1782,10.8218,33.4779,66.5221,59.9423,40.0577,1.4943134784698486,3.5261809825897217,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,89,2
69.7616,30.2384,89.2226,10.7774,24.532,75.468,46.0404,53.9596,1.4935417175292969,5.059085845947266,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,89,2
72.0187,27.9813,90.6326,9.3674,54.7705,45.2295,80.2344,19.7656,1.258118987083435,2.000368118286133,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,99,0
71.5144,28.4856,90.3058,9.6942,49.5623,50.4377,76.2809,23.7191,1.325937032699585,2.3059468269348145,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,99,0
71.2764,28.7236,90.2009,9.7991,41.0259,58.9741,68.1539,31.8461,1.3888773918151855,2.9118292331695557,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,99,0
71.226,28.774,90.1807,9.8193,29.5425,70.4575,53.4654,46.5346,1.39949631690979,4.182182312011719,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,99,0
71.4438,28.5562,90.3078,9.6922,19.1242,80.8758,33.8571,66.1429,1.3234236240386963,7.034876823425293,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,99,0
71.9582,28.0418,90.6063,9.3937,54.7059,45.2941,80.1678,19.8322,1.2621557712554932,2.005833387374878,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,99,1
71.5185,28.4815,90.3118,9.6882,49.6026,50.3974,76.2909,23.7091,1.325904130935669,2.3011295795440674,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,99,1
71.2805,28.7195,90.2049,9.7951,40.8665,59.1335,68.0047,31.9953,1.3888474702835083,2.9134633541107178,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,99,1
71.2139,28.7861,90.1727,9.8273,29.5102,70.4898,53.423,46.577,1.3996336460113525,4.1818013191223145,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,99,1
