top1,top1_err,top5,top5_err,robust_top1,robust_top1_err,robust_top5,robust_top5_err,loss,adv_loss,param_count,img_size,cropt_pct,interpolation,attack,attack_steps,model,epoch,seed
54.2156,45.7844,78.3385,21.6615,33.2935,66.7065,59.9141,40.0859,2.154315710067749,3.206357479095459,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,39,0
54.1792,45.8208,78.3304,21.6696,33.1254,66.8746,59.7358,40.2642,2.155996561050415,3.218088150024414,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,39,0
54.2804,45.7196,78.3344,21.6656,34.5839,65.4161,61.2977,38.7023,2.150768756866455,3.10973858833313,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,39,1
54.2257,45.7743,78.3202,21.6798,33.8161,66.1839,60.4874,39.5126,2.152571678161621,3.1653244495391846,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,39,1
54.2237,45.7763,78.3142,21.6858,33.4312,66.5688,60.064,39.936,2.153715133666992,3.1959543228149414,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,39,1
54.2156,45.7844,78.3466,21.6534,33.2894,66.7106,59.9161,40.0839,2.1543078422546387,3.2063252925872803,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,39,1
54.1731,45.8269,78.3182,21.6818,33.1254,66.8746,59.7318,40.2682,2.1560068130493164,3.2180347442626953,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,39,1
54.2744,45.7256,78.3263,21.6737,34.6001,65.3999,61.3058,38.6942,2.150782585144043,3.109744071960449,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,39,2
54.2339,45.7661,78.3101,21.6899,33.8323,66.1677,60.5036,39.4964,2.1525731086730957,3.165316343307495,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,39,2
54.2298,45.7702,78.3243,21.6757,33.4414,66.5586,60.0762,39.9238,2.153707265853882,3.1959805488586426,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,39,2
54.2176,45.7824,78.3466,21.6534,33.2975,66.7025,59.9283,40.0717,2.154315948486328,3.206338882446289,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,39,2
54.1731,45.8269,78.3263,21.6737,33.1152,66.8848,59.7358,40.2642,2.1559906005859375,3.2180914878845215,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,39,2
57.7992,42.2008,80.8545,19.1455,37.2316,62.7684,64.3911,35.6089,1.9560527801513672,2.936345100402832,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,49,0
57.7161,42.2839,80.7937,19.2063,36.2957,63.7043,63.4936,36.5064,1.9593220949172974,2.9990434646606445,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,49,0
57.7465,42.2535,80.7977,19.2023,35.7001,64.2999,62.9933,37.0067,1.9600987434387207,3.0336685180664062,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,49,0
57.708,42.292,80.8322,19.1678,35.5137,64.4863,62.8413,37.1587,1.9606115818023682,3.0454225540161133,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,49,0
57.6716,42.3284,80.8079,19.1921,35.3233,64.6767,62.6428,37.3572,1.9618295431137085,3.0585577487945557,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,49,0
57.7627,42.2373,80.8119,19.1881,37.2316,62.7684,64.3728,35.6272,1.958131194114685,2.9370574951171875,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,49,1
57.7283,42.2717,80.7937,19.2063,36.2775,63.7225,63.5139,36.4861,1.9593260288238525,2.9990663528442383,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,49,1
57.7567,42.2433,80.7917,19.2083,35.7042,64.2958,63.0135,36.9865,1.9601014852523804,3.033663034439087,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,49,1
57.7263,42.2737,80.8221,19.1779,35.5198,64.4802,62.8251,37.1749,1.9606159925460815,3.045438766479492,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,49,1
57.6736,42.3264,80.818,19.182,35.3355,64.6645,62.6469,37.3531,1.961824893951416,3.058535099029541,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,49,1
57.7607,42.2393,80.8139,19.1861,37.2458,62.7542,64.3809,35.6191,1.958128809928894,2.9370646476745605,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,49,2
57.7384,42.2616,80.7977,19.2023,36.2835,63.7165,63.5139,36.4861,1.9593323469161987,2.999056577682495,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,49,2
